Date,State,District,Latitude,Longitude,Volatility
2018-05-01,odisha,Bargarh,21.3477634,83.65768299,0.4452663289036275
2018-06-01,odisha,Bargarh,21.3477634,83.65768299,0.4698683255432471
2018-07-01,odisha,Bargarh,21.3477634,83.65768299,0.4506701978226207
2018-08-01,odisha,Bargarh,21.3477634,83.65768299,0.5472418693915003
2018-09-01,odisha,Bargarh,21.3477634,83.65768299,0.4047098396221907
2018-10-01,odisha,Bargarh,21.3477634,83.65768299,0.3967925268756269
2018-11-01,odisha,Bargarh,21.3477634,83.65768299,0.4192429930737122
2018-12-01,odisha,Bargarh,21.3477634,83.65768299,0.4555220041493791
2019-01-01,odisha,Bargarh,21.3477634,83.65768299,0.3448529456102458
2019-02-01,odisha,Bargarh,21.3477634,83.65768299,0.3962940837466774
2019-03-01,odisha,Bargarh,21.3477634,83.65768299,0.3827404050699975
2019-04-01,odisha,Bargarh,21.3477634,83.65768299,0.4030931450702789
2019-05-01,odisha,Bargarh,21.3477634,83.65768299,0.3130592769917531
2019-06-01,odisha,Bargarh,21.3477634,83.65768299,0.3775440576205331
2019-07-01,odisha,Bargarh,21.3477634,83.65768299,0.4611124255902827
2019-08-01,odisha,Bargarh,21.3477634,83.65768299,0.4199772724439514
2019-09-01,odisha,Bargarh,21.3477634,83.65768299,0.3383358364816158
2019-10-01,odisha,Bargarh,21.3477634,83.65768299,0.4697477027806341
2019-11-01,odisha,Bargarh,21.3477634,83.65768299,0.3766550418169331
2019-12-01,odisha,Bargarh,21.3477634,83.65768299,0.4325214594544054
2020-01-01,odisha,Bargarh,21.3477634,83.65768299,0.4839444662684102
2020-02-01,odisha,Bargarh,21.3477634,83.65768299,0.344684139216076
2020-03-01,odisha,Bargarh,21.3477634,83.65768299,0.4581166840910244
2020-04-01,odisha,Bargarh,21.3477634,83.65768299,0.3680632199115131
2020-05-01,odisha,Bargarh,21.3477634,83.65768299,0.3853227893591558
2020-06-01,odisha,Bargarh,21.3477634,83.65768299,0.4727720217249324
2020-07-01,odisha,Bargarh,21.3477634,83.65768299,0.4479410553755973
2020-08-01,odisha,Bargarh,21.3477634,83.65768299,0.3654520041827923
2020-09-01,odisha,Bargarh,21.3477634,83.65768299,0.496459010983341
2020-10-01,odisha,Bargarh,21.3477634,83.65768299,0.4317028846886879
2020-11-01,odisha,Bargarh,21.3477634,83.65768299,0.5848191234222911
2020-12-01,odisha,Bargarh,21.3477634,83.65768299,0.5015358434364272
2021-01-01,odisha,Bargarh,21.3477634,83.65768299,0.4342479159154783
